filename,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,label
disco.00044,-71.2675,97.7422,-18.3851,8.5903,5.1921,-0.9435,0.4548,1.6198,-4.7874,0.0647,-0.5517,-4.4560,-5.3190,disco
disco.00045,-81.2734,106.4781,-9.5396,17.9679,3.0111,8.3018,3.8892,4.2497,-3.7419,-2.0739,-2.2085,-4.5916,-1.1644,disco
disco.00046,-125.6815,101.7845,-17.4781,33.6728,-15.2363,23.7031,-8.6591,18.5440,-14.0543,19.9702,-15.1391,12.9692,-14.3063,disco
disco.00047,-280.8101,120.8249,-37.6216,28.7212,-10.7909,-6.3995,-13.8017,-4.0740,-14.8353,4.8010,-20.1698,-5.0977,-6.7883,disco
disco.00048,-104.9736,80.1931,-41.0815,54.0093,-8.3677,25.7238,-12.4639,28.7155,-15.0173,15.6188,-7.6221,12.4329,-7.3660,disco
disco.00049,-45.1130,98.6608,-24.6651,40.4851,-18.0980,26.1106,-12.6792,13.9793,-15.4139,16.1781,-14.3696,8.1408,-11.9316,disco
disco.00050,-45.7850,101.7459,-32.0903,34.2849,-17.5371,32.3163,-15.6438,22.0347,-16.1089,18.6757,-13.0764,16.4847,-9.9051,disco
disco.00051,-77.2246,89.3871,-34.2394,38.7013,-22.2567,31.2559,-16.3836,22.3363,-16.0264,19.2804,-13.2381,16.7338,-10.3887,disco
disco.00052,-70.5027,90.5178,-48.0661,36.6878,-17.6911,21.5954,-30.1989,24.0469,-20.4598,14.4878,-18.4997,9.1289,-12.0562,disco
disco.00053,-108.5207,69.9717,14.8811,45.5146,-5.3783,41.7986,-13.5234,32.5664,-20.3868,23.4369,-12.1356,18.0030,-9.0301,disco
disco.00054,-226.2878,78.3125,7.7997,53.8422,-1.1625,11.3279,-7.8395,24.3871,-14.9548,18.4968,-19.1522,6.1543,-10.0769,disco
disco.00055,-103.0798,107.5295,-33.5750,52.8073,-9.1438,30.3432,-9.3343,23.0329,-11.8834,18.1713,-7.5346,9.4040,-5.4271,disco
disco.00056,-182.7936,124.2337,-10.0841,41.6179,-7.3986,26.9572,-12.3772,19.8330,-16.0640,16.2123,-10.2592,3.1463,-8.9826,disco
disco.00057,-143.2005,122.6199,-23.9217,28.1430,-23.6976,23.0947,-17.9182,18.7442,-18.6418,18.3587,-13.9203,9.7296,-12.2387,disco
disco.00058,-109.5182,104.1410,-16.2243,45.3559,-10.1919,25.5519,-17.1593,22.2676,-16.8416,16.5322,-12.0797,8.6713,-8.8451,disco
disco.00059,-109.0469,106.8403,-18.2857,23.4299,-17.7588,19.0301,-13.6166,18.6951,-18.3689,18.4008,-9.7182,11.8628,-5.5613,disco
disco.00060,-121.1422,116.9890,-22.7922,45.1666,-4.2305,30.2626,-12.2525,21.7171,-16.5453,16.2359,-10.6615,7.3383,-9.3501,disco
disco.00061,-91.9489,87.6606,-2.0909,34.2779,-18.1182,19.3516,-14.6673,17.1103,-15.3319,17.0322,-13.5375,11.8324,-9.8224,disco
disco.00062,-107.9480,81.9393,-30.6308,41.3334,-8.5025,31.3539,-8.8608,26.0368,-8.2546,17.8998,-4.6445,7.4284,-4.3510,disco
disco.00063,-51.6917,70.3215,-3.8982,49.7414,1.5947,35.7098,-4.0958,24.7871,-9.7098,22.0443,-6.1141,17.1787,-2.7803,disco
disco.00064,-189.1068,93.9500,7.8500,41.9045,-7.1163,31.8822,-12.5983,24.2126,-6.0739,24.5430,-6.0235,16.7630,-2.0329,disco
disco.00065,-106.2582,105.6359,-5.5154,50.0734,1.2348,36.9946,-9.6324,23.9981,-8.6831,14.9598,-2.5464,9.7658,-0.9260,disco
disco.00066,-57.5589,96.7119,-24.4614,40.0048,-17.2922,27.8360,-13.2923,23.2022,-16.5263,19.4352,-15.4794,11.8373,-10.5716,disco
disco.00067,-103.7578,92.4667,-27.2142,39.2304,-23.0386,20.6353,-17.7680,18.9574,-15.2108,16.3903,-14.6602,12.2445,-14.9826,disco
disco.00068,-93.2967,77.8569,-8.7860,42.0585,-11.2481,24.2374,-17.9112,22.2493,-16.0267,16.6892,-15.6641,15.4114,-18.1097,disco
disco.00069,-118.3562,114.2326,-6.7631,37.3888,-17.4255,28.3726,-23.7160,9.2792,-10.4342,12.6236,-5.1406,12.2536,-3.8653,disco
disco.00070,-81.7126,97.6056,-27.6130,36.6538,-17.2549,30.7481,-15.9450,20.9701,-16.2182,17.4124,-13.3674,15.0908,-10.3805,disco
disco.00071,-105.4844,79.2550,-15.2058,40.8144,-12.2527,23.5427,-19.9472,27.3102,-16.4981,21.5277,-11.6750,13.9902,-10.7689,disco
disco.00072,-128.3927,67.2722,-36.9348,40.8959,-21.7605,23.1517,-13.2592,13.0901,-14.0143,17.7965,-15.1748,16.3814,-10.4621,disco
disco.00073,-95.2215,82.2315,-26.2402,37.5155,-16.3732,25.2908,-21.8136,21.8092,-20.0753,16.3026,-16.1275,14.4374,-11.9159,disco
disco.00074,-40.7607,86.8062,-26.9375,34.9523,-20.0485,21.6626,-23.9548,19.2803,-17.5250,18.0566,-16.0209,12.4424,-13.8841,disco
disco.00075,-91.6981,86.3183,-17.3613,43.1018,-18.3950,34.0596,-18.3947,26.8400,-13.5666,20.2147,-14.6072,12.6762,-12.5951,disco
disco.00076,-95.8788,103.3825,-36.5182,27.1133,-22.8833,9.9956,-24.6667,15.6611,-20.1606,18.7432,-18.5594,9.8599,-15.0835,disco
disco.00077,-56.8437,97.0034,-17.8677,44.9372,-6.9346,23.8062,-23.3151,25.9982,-10.4898,10.4482,-15.2299,10.0368,-9.1687,disco
disco.00078,-182.0734,103.4376,-18.1974,31.2022,-12.5405,18.8471,-12.8776,19.3794,-17.7106,18.5028,-14.3290,11.5479,-11.6330,disco
disco.00079,-154.6036,97.9343,-10.3534,39.1341,-11.2181,24.1082,-11.8554,24.2014,-13.4569,20.5589,-8.3188,5.8857,-9.6887,disco
disco.00080,-219.3647,94.6833,12.1111,48.8741,-7.2173,16.6494,-15.0949,21.7228,-20.0056,13.2509,-15.7049,5.0659,-15.2841,disco
disco.00081,-193.1108,89.1806,-19.9951,38.7475,-2.7229,17.0598,-7.9445,16.0890,-16.7640,7.7123,-15.7154,9.0275,-11.3094,disco
disco.00082,-63.5643,94.4764,-13.4474,32.7691,-13.7470,26.7847,-19.4150,24.6634,-11.6832,13.7402,-9.4601,8.8467,-4.9937,disco
disco.00083,-167.4383,112.5066,-4.5820,37.0985,-8.6174,27.8201,-14.7073,18.5182,-16.4791,13.7559,-13.3269,10.2072,-11.5729,disco
disco.00084,-197.1740,83.3586,-38.5944,43.6913,-7.3174,25.6403,-8.6762,13.3821,-12.1681,12.1598,-12.0589,10.6160,-2.4147,disco
disco.00085,-166.8289,67.6770,11.2126,37.4403,-10.9354,27.3952,-18.9386,27.2951,-15.8487,20.5400,-8.6181,14.1814,-6.0462,disco
disco.00086,-95.7729,122.0812,-29.3507,50.3469,-11.9650,28.4149,-7.0602,11.8748,-8.6229,11.5848,-18.4121,6.8806,-11.6658,disco
disco.00087,-100.2390,110.0041,-26.6541,36.8522,-10.4186,28.7953,-14.8551,21.3007,-19.6934,18.5204,-16.4067,9.1639,-13.8009,disco
disco.00088,-97.8571,101.0163,-40.5665,51.0351,-11.7105,25.0699,-14.0352,17.2026,-9.6140,16.9791,-7.1707,11.7196,-5.7270,disco
disco.00089,-114.8824,113.4953,-29.8363,42.6242,-10.3186,26.9955,-14.4959,21.2467,-17.6582,17.1001,-13.4857,8.6013,-11.4135,disco
disco.00090,-125.6377,88.5359,-16.7492,42.7875,-9.9029,29.1523,-19.3603,20.4590,-16.4786,15.0168,-8.7551,12.7706,-7.7537,disco
disco.00091,-116.8386,98.4507,-18.9999,44.8313,3.8085,28.4959,-1.0879,14.7094,-7.7376,9.7605,-10.1092,6.3603,-3.9229,disco
disco.00092,-123.7859,89.8528,-1.8459,51.1641,-16.2493,28.2695,-12.4817,19.0297,-13.2725,18.4801,-13.7710,12.8641,-8.7557,disco
disco.00093,-86.0301,87.5590,-20.1725,54.0227,-1.0533,19.5582,-4.0809,21.0419,-19.5550,12.3933,-22.0162,9.5874,-15.9162,disco
disco.00094,-129.9997,102.5373,-4.4577,50.0624,-15.5406,32.1378,-18.1776,24.2938,-11.9074,13.7665,-12.8935,7.2804,-9.3720,disco
disco.00095,-159.8899,82.0295,-16.8423,52.5100,-4.4972,22.8428,-8.2314,23.3614,-5.5167,17.7169,-15.3722,10.8113,-13.5167,disco
disco.00096,-133.8193,93.4904,-24.2309,61.4473,-22.8563,30.9870,-14.9664,20.2372,-9.3004,15.7924,-8.7388,11.9764,-5.3245,disco
disco.00097,-116.9219,75.7485,-4.2575,37.3109,-5.3451,31.4089,-12.1634,22.9502,-11.4482,14.6403,-13.0680,13.4102,-13.2316,disco
disco.00098,-91.5761,99.4575,-8.9775,40.1917,-18.0318,22.5612,-21.9625,15.7885,-25.6610,17.6533,-13.6736,15.6387,-15.4562,disco
disco.00099,-91.5761,99.4575,-8.9775,40.1917,-18.0318,22.5612,-21.9625,15.7885,-25.6610,17.6533,-13.6736,15.6387,-15.4562,disco
hiphop.00000,-80.8922,84.7821,-31.5480,33.9053,-19.8489,23.5589,-22.1488,20.0262,-16.7810,19.2165,-13.1140,11.4987,-10.7296,hiphop
hiphop.00001,-81.1816,49.5892,-14.5504,57.9588,6.8155,27.1473,-6.8533,31.3133,-10.0727,20.3197,-2.5321,12.7532,3.9865,hiphop
hiphop.00002,-202.8812,132.3977,12.0172,43.7618,-10.2312,17.1408,-13.5629,15.0667,-16.2623,9.4402,-11.6448,7.0701,-4.3323,hiphop
hiphop.00003,-40.2651,80.8553,-25.6853,38.4582,-11.0846,24.9075,-7.3815,26.7699,-5.3143,16.7948,-3.5112,8.4672,-5.6095,hiphop
hiphop.00004,-140.2613,71.6260,-3.8269,39.0244,4.1677,31.5791,-3.9419,19.7969,-3.7396,16.0415,-3.1905,11.8447,-1.2495,hiphop
hiphop.00005,-11.6885,81.9715,-8.5249,52.7889,-14.7094,31.9766,-19.6897,22.8763,-14.7181,14.5144,-10.1001,14.0098,-8.0838,hiphop
hiphop.00006,-59.5789,63.9092,3.4584,45.2707,-1.1459,28.2712,-13.1870,23.6039,-6.6323,16.4848,-7.2700,14.4943,-5.7989,hiphop
hiphop.00007,-58.4905,103.0884,-7.2526,44.9000,-8.6227,12.3757,-13.7745,19.9938,-13.1443,17.1613,-3.9523,15.5941,-0.4574,hiphop
hiphop.00008,-111.1262,55.1732,-18.4311,47.1948,-24.7926,22.5410,-21.1426,12.5411,-15.8719,16.2907,-12.5658,9.6235,-12.1313,hiphop
hiphop.00009,-94.9005,94.2156,-2.5347,49.5437,-6.6045,33.2226,-7.6247,20.9507,-8.8624,16.7882,-5.2536,10.7633,-3.4718,hiphop
hiphop.00010,-67.4366,94.8513,-38.8562,37.6375,-12.2495,36.8940,-12.6429,18.2972,-8.8468,17.9825,-7.2743,9.7136,-8.7382,hiphop
hiphop.00011,-74.1861,104.5984,-8.3797,49.6511,-9.3700,21.4428,-16.3299,18.7807,-13.0648,18.4654,-14.9487,6.8818,-15.3266,hiphop
hiphop.00012,-67.0335,112.4048,-23.6423,44.2772,-18.8668,23.8746,-13.4037,20.1464,-10.6462,20.6213,-7.5054,14.4253,-9.3894,hiphop
hiphop.00013,-129.3154,141.7019,-42.4617,34.0147,-6.9548,8.6802,-11.3644,15.9245,-9.0105,6.6305,-8.3351,7.5552,-5.4682,hiphop
hiphop.00014,-51.2729,91.1183,-33.7671,69.9348,-12.9282,23.1780,-13.7546,23.7765,-14.7288,10.6972,-13.4643,6.0778,-14.7183,hiphop
hiphop.00015,-81.8731,94.7136,-16.2134,40.5387,-12.2427,28.1924,-20.1131,18.1082,-14.6354,14.1797,-7.2725,13.6605,-8.4915,hiphop
hiphop.00016,-88.1162,77.3824,-19.0742,51.6071,-11.7553,22.2429,-4.7268,20.1279,-8.3226,14.6210,-3.8004,8.5938,-11.4620,hiphop
hiphop.00017,-76.7762,98.3795,-5.0335,49.3443,-10.2783,33.2856,-9.9641,17.5990,-12.2276,18.6520,-10.9712,11.5062,-10.4809,hiphop
hiphop.00018,-113.4946,68.4971,-15.7378,56.3830,-8.1819,27.0190,-12.3723,20.6609,-12.6741,15.4278,-11.0039,14.0402,-12.5081,hiphop
hiphop.00019,-64.7292,88.2224,-10.3561,41.7951,-2.5553,22.9132,-6.4911,16.6298,-5.8010,13.0912,-6.9152,3.0157,-9.7686,hiphop
hiphop.00020,-122.2350,50.5332,-27.8028,66.5618,-6.5925,32.0591,-8.2369,22.4244,-6.9456,21.0495,-6.1701,13.6391,-3.0853,hiphop
hiphop.00021,-27.6375,94.3350,-20.5723,49.8795,-14.6827,23.8508,-17.6161,24.0261,-15.8632,16.4280,-10.6268,13.8834,-10.4601,hiphop
hiphop.00022,-100.6097,110.2159,1.0367,38.7518,-14.4962,20.6335,-18.0316,12.5682,-14.1216,15.0926,-9.2427,11.3929,-9.5058,hiphop
hiphop.00023,-44.6886,101.1919,-26.2635,52.9245,-11.7147,26.9410,-13.2849,20.7107,-17.4830,11.8641,-10.6626,8.3817,-15.4265,hiphop
hiphop.00024,-63.1532,86.2713,-37.9492,39.5478,-16.4956,21.0918,-12.2422,13.0679,-12.3730,16.6174,-3.9801,8.8354,-6.3152,hiphop
hiphop.00025,-44.2986,93.3612,-22.2897,48.8312,-13.8868,34.3942,-6.3068,25.8550,-12.3277,20.4157,-5.7483,11.8530,-11.5457,hiphop
hiphop.00026,-102.8779,30.6462,20.8564,45.6744,9.6839,8.7752,1.5614,12.3827,0.5564,5.1367,-2.7195,8.1732,-1.3245,hiphop
hiphop.00027,-109.3151,76.7307,2.7777,19.1948,0.5629,8.2380,-8.0421,6.0113,-4.2800,3.6614,-1.5266,2.6775,2.2928,hiphop
hiphop.00028,-83.2136,67.7367,1.2458,29.6570,12.5855,5.6173,6.2093,8.0866,-4.7635,7.6718,-1.1731,4.2472,1.9486,hiphop
hiphop.00029,-72.2797,57.1489,5.8407,25.9139,6.7067,11.4007,5.0523,10.0265,0.9386,8.5650,-1.7033,6.0555,0.2167,hiphop
hiphop.00030,-23.8278,43.7174,30.5644,26.4772,4.3366,21.9185,2.5960,7.0052,-1.4903,4.5786,0.4159,2.4684,-4.0681,hiphop
hiphop.00031,-25.0811,60.8243,-4.1871,14.8500,6.7983,6.1010,15.4527,3.7835,5.6568,10.2455,0.8628,4.1863,0.9299,hiphop
hiphop.00032,-148.0751,90.5619,-0.2812,28.8522,19.3083,15.2550,4.2898,15.5238,1.2728,11.1292,8.8488,6.3153,1.6292,hiphop
hiphop.00033,-31.7287,59.6997,-2.7436,33.4213,13.0940,9.4083,-1.7269,14.1711,3.0809,6.7336,1.0850,3.8196,1.6548,hiphop
hiphop.00034,5.6766,53.1576,-9.0956,26.9775,0.5891,15.5679,1.5954,7.6818,4.9766,8.5505,3.3473,8.5111,1.0896,hiphop
hiphop.00035,-100.8420,64.2141,12.8186,26.5566,12.6660,12.1821,2.4040,18.5033,1.5690,12.0327,-1.5513,6.7140,3.8789,hiphop
hiphop.00036,-218.0774,40.8335,-14.3123,33.9093,12.1566,13.6073,5.8742,7.5211,5.3848,10.5610,4.7589,6.4496,6.5289,hiphop
hiphop.00037,-95.9373,30.2699,2.6407,12.5949,-11.1740,-2.2098,-3.6880,-7.6702,-5.3882,-0.7316,-4.0484,-3.0599,-4.9760,hiphop
hiphop.00038,-61.8326,72.1334,-16.3037,27.4428,5.2087,1.5002,3.9482,8.3346,-2.1282,5.8383,0.0480,-0.4350,-0.7849,hiphop
hiphop.00039,-120.9368,77.2747,29.0691,10.4385,3.5655,5.3649,5.1950,-0.8041,1.3481,2.3022,3.0739,1.1983,-0.6716,hiphop
hiphop.00040,-182.9864,95.9580,43.9512,13.5226,5.9854,-3.0218,3.0868,-9.8001,-3.7695,5.3090,-1.0463,7.5431,5.8548,hiphop
hiphop.00041,-77.0029,68.3200,-0.6472,30.7102,3.9511,5.4953,3.3877,3.0474,5.6502,4.7251,4.2856,3.4610,2.8881,hiphop
hiphop.00042,-74.7324,48.8842,3.8221,36.2939,12.9733,13.4495,9.1190,12.7291,2.4946,12.0941,8.9943,3.9097,4.7849,hiphop
hiphop.00043,-154.7852,113.0691,-3.8364,18.2910,13.3323,8.4363,8.8424,11.3367,8.9957,10.1445,6.1995,9.7737,9.3896,hiphop
hiphop.00044,-268.9615,79.9273,-16.9686,19.0579,2.3423,-7.1059,4.7700,-7.5988,-10.0137,10.8150,-2.7724,-5.4796,2.2971,hiphop
hiphop.00045,-120.9368,77.2747,29.0691,10.4385,3.5655,5.3649,5.1950,-0.8041,1.3481,2.3022,3.0739,1.1983,-0.6716,hiphop
hiphop.00046,-75.5987,91.0115,9.8385,25.1118,11.7919,10.1708,0.1291,8.2300,1.6325,0.4877,1.8064,5.4916,1.3103,hiphop
hiphop.00047,-76.6816,52.7758,34.6328,26.1993,16.6712,11.3641,5.8701,6.9172,3.6781,-0.9574,3.8755,4.4853,0.6351,hiphop
hiphop.00048,-87.5333,79.3583,25.0529,45.1582,11.1818,18.1731,3.5157,7.0026,1.2617,2.3582,-1.7758,-0.0070,-2.7002,hiphop
hiphop.00049,-44.5523,41.5899,29.9258,51.8723,12.8711,13.7141,7.9563,9.2907,8.3970,1.9070,1.1367,4.5570,5.5218,hiphop
hiphop.00050,-114.0132,110.1417,17.8958,37.9462,27.9907,1.4095,15.5582,1.4168,7.3501,-3.3288,8.2605,-0.1832,0.6899,hiphop
hiphop.00051,-78.6794,73.1010,21.8242,49.1989,3.1088,18.3194,1.8641,8.3982,1.4299,4.2276,-1.3118,1.2579,-3.0091,hiphop
hiphop.00052,-146.4882,81.5663,31.9694,22.4421,5.0747,13.6308,6.4838,8.4080,4.4191,4.9889,1.8357,2.8715,4.5400,hiphop
hiphop.00053,-144.8897,66.6734,44.2703,22.5147,6.5082,8.8493,11.8891,5.8387,3.0479,6.4574,3.5663,2.5238,3.8313,hiphop
hiphop.00054,-104.8020,64.0140,28.8085,10.5736,15.1867,13.0673,8.0225,5.2427,6.7538,5.1284,4.4535,4.4737,3.3575,hiphop
hiphop.00055,-161.6115,104.0572,-10.8989,43.7629,13.9715,14.4515,7.4965,9.4808,6.4206,6.9867,1.3512,4.4460,-2.9319,hiphop
hiphop.00056,-101.0439,72.4050,-2.3721,46.0270,5.5333,24.2201,3.5537,14.5384,5.6565,13.5249,4.9651,9.9083,2.9304,hiphop
hiphop.00057,-113.6707,87.0297,-0.6443,52.2899,19.3816,19.6879,15.3951,13.7162,6.9515,9.0780,7.9764,4.4233,-0.1544,hiphop
hiphop.00058,-109.8141,63.0343,-13.8347,43.0332,6.1831,23.1949,8.0354,10.6676,0.9696,5.3448,-1.8046,-1.4244,-1.8717,hiphop
hiphop.00059,-133.2067,93.9549,-2.2499,50.2359,12.4983,15.0447,11.4968,10.2530,7.9706,10.7947,1.9612,5.1991,1.0642,hiphop
hiphop.00060,-153.5542,92.8163,-15.8738,57.9561,8.5753,18.4692,13.2796,11.1646,7.6187,12.9675,5.6628,7.0223,2.8921,hiphop
hiphop.00061,-127.2712,95.7985,-12.7944,37.9446,20.5778,23.2280,8.2799,9.6242,8.6641,5.5069,6.6653,4.0230,1.7413,hiphop
hiphop.00062,-144.1062,73.3640,4.6461,24.0129,12.9040,14.0138,8.6282,6.8986,-1.2318,-0.8582,1.1523,2.5802,-1.1110,hiphop
hiphop.00063,-98.8159,71.1161,-10.0488,31.7372,5.1514,1.8796,-8.9030,-4.2604,-5.9633,-4.2634,-0.6573,-1.8578,-0.5073,hiphop
hiphop.00064,-82.3730,69.9523,10.7102,48.8487,4.6626,13.3011,-1.8000,5.1340,-1.0799,-2.7926,-2.5480,0.2245,-3.1208,hiphop
hiphop.00065,-140.1180,77.0914,42.0776,31.2461,12.1957,10.2242,3.7406,8.2997,-1.5554,-1.7646,3.6227,4.5941,-2.5530,hiphop
hiphop.00066,-111.9934,89.1027,13.1761,36.3846,-3.2908,3.8774,0.5756,6.3433,-2.1842,2.9682,-1.6401,-0.3765,-3.4843,hiphop
hiphop.00067,-74.6318,58.7282,9.9188,21.5610,15.0588,4.9325,2.2835,5.4680,3.1232,0.6046,2.4660,4.2061,3.4718,hiphop
hiphop.00068,-66.1059,74.9046,20.6474,39.3073,8.1638,15.1399,-0.3757,5.5729,1.4659,-0.6468,-1.5597,1.4413,-2.4011,hiphop
hiphop.00069,-59.3259,36.2753,39.8648,49.9875,10.1393,16.8910,9.7838,4.4419,2.4440,1.7054,2.3698,3.9174,3.1728,hiphop
hiphop.00070,-81.7270,82.3195,53.5544,25.5410,15.7345,19.2009,8.4229,6.3877,0.2032,0.1292,1.2050,1.5399,-0.7286,hiphop
hiphop.00071,-78.8198,51.5300,42.2677,30.0886,20.0848,6.9697,8.0279,6.8817,-4.6235,3.6634,3.6346,4.3339,2.6058,hiphop
hiphop.00072,-118.0511,102.1804,20.7556,37.0024,24.3882,7.8328,15.9447,-1.5883,6.7731,-0.7602,8.5845,1.4894,-4.2191,hiphop
hiphop.00073,-78.1813,70.1857,45.9010,42.0757,15.0848,10.6888,-0.6933,-0.6089,0.3691,-0.3587,1.0924,-0.6725,-0.8135,hiphop
hiphop.00074,-68.8738,62.4031,24.2788,53.7743,-1.9419,12.8183,-4.3560,12.3551,-0.2180,9.0606,-0.9766,3.9345,1.9141,hiphop
hiphop.00075,-94.5253,51.6804,17.5403,28.9293,2.0595,3.7350,-1.8432,4.3757,8.7747,2.1318,-1.3840,4.6826,4.0724,hiphop
hiphop.00076,-111.3497,89.9480,4.4553,14.5388,9.9242,-9.4929,2.8832,-0.1703,-3.0933,3.2473,-1.5048,1.5773,2.3992,hiphop
hiphop.00077,-25.8090,70.8847,9.5619,17.4968,-1.6212,-0.5382,0.2628,-4.6319,-0.5711,-3.0634,-2.4071,0.3823,-2.1430,hiphop
hiphop.00078,-111.3497,89.9480,4.4553,14.5388,9.9242,-9.4929,2.8832,-0.1703,-3.0933,3.2473,-1.5048,1.5773,2.3992,hiphop
hiphop.00079,-79.6835,62.3143,-5.1300,18.2320,12.8738,-14.0898,4.9094,1.6784,-5.7691,0.8210,-3.7986,2.0167,3.4210,hiphop
hiphop.00080,-63.9971,50.7882,6.6285,27.8276,6.6467,0.3035,2.8324,3.2267,0.1585,0.6111,0.1015,-5.0558,2.6706,hiphop
hiphop.00081,-215.9644,122.5289,0.9083,39.3406,9.2758,26.0419,-4.0474,18.2551,-6.5202,13.9171,-3.0749,8.8895,-4.3483,hiphop
hiphop.00082,-122.7590,94.9986,-29.3628,46.7707,-15.9869,27.0965,-13.1153,20.2380,-5.3756,15.4508,-6.9076,15.6353,-6.7007,hiphop
hiphop.00083,-121.9727,89.6218,-25.7911,40.9634,-4.2925,27.5675,-15.5695,22.4062,-10.8406,19.8134,-8.6455,19.0868,-8.4756,hiphop
hiphop.00084,-214.2604,100.3465,-33.4795,47.2486,-8.9539,12.9797,-17.3079,11.0748,-11.7115,8.7993,-7.8369,6.2617,-0.1033,hiphop
hiphop.00085,-114.2850,80.8520,-18.1931,50.6727,-14.9116,29.2569,-20.0643,18.5643,-17.6815,16.6755,-11.4227,16.2916,-4.4551,hiphop
hiphop.00086,-198.9352,92.6139,-19.5311,39.5327,-0.6447,33.5904,-6.4673,27.5323,-2.3980,15.0030,-2.9916,14.8940,-3.3877,hiphop
hiphop.00087,-168.2582,70.9302,-3.0506,54.8212,-12.1215,30.5067,-1.5391,28.8327,-8.9396,18.7593,-6.6050,14.5988,-3.5858,hiphop
hiphop.00088,-89.8741,79.7621,-25.7311,47.7344,-10.0150,31.5503,-22.2030,26.6361,-10.9680,18.8267,-15.5451,14.4183,-10.0319,hiphop
hiphop.00089,-103.1089,74.0858,-22.4393,51.5796,-7.0731,32.6555,-14.9757,19.6220,-7.0546,22.2533,-7.3104,17.6121,-0.0291,hiphop
hiphop.00090,-109.4884,97.3730,-20.6228,37.3631,-3.1090,28.5984,-14.1600,23.8397,-8.7296,19.8915,-11.2814,17.9326,-3.4678,hiphop
hiphop.00091,-105.5063,76.6789,-24.7877,55.2134,-8.2632,28.9029,-15.7468,26.3009,-8.4837,20.4528,-8.1485,13.9139,-6.5607,hiphop
hiphop.00092,-145.0224,84.0695,10.8708,43.6179,6.2947,36.1341,-14.6572,26.8063,-10.3320,24.7038,-8.7147,18.7914,-4.3989,hiphop
hiphop.00093,-191.6221,41.3125,5.0099,65.4685,-4.3197,42.6434,-12.2613,23.8162,-4.2664,16.0344,-5.0921,16.4368,-9.3662,hiphop
hiphop.00094,-169.8902,98.0375,-11.3226,38.2564,5.0769,25.4087,-11.8393,25.1346,-5.5408,19.2194,-2.9138,18.2129,6.0938,hiphop
hiphop.00095,-92.6046,77.3936,-32.7453,54.5687,-13.1901,33.6467,-12.0608,28.0146,-11.9425,18.8257,-6.6479,13.0387,-7.0030,hiphop
hiphop.00096,-128.1582,124.5376,-37.1714,43.8835,-12.7514,18.9938,-9.2699,19.7715,-6.8736,13.4636,-5.9665,12.3134,-4.6376,hiphop
hiphop.00097,-111.1629,80.6155,-0.8804,50.6204,-13.4627,35.3140,-14.8344,21.1869,-13.5714,19.6163,-11.7559,16.9650,-9.3555,hiphop
hiphop.00098,-129.8209,71.9982,-23.2658,63.2112,-6.8675,34.3899,-12.1974,30.4768,-7.5885,20.5867,-6.2069,14.6653,-2.9440,hiphop
hiphop.00099,-138.8605,100.2176,-31.4550,32.4709,-2.7582,13.1064,-14.5114,13.9582,-15.1795,8.1956,-4.9265,3.5182,-7.9861,hiphop
jazz.00000,-252.0732,137.9032,-11.1310,8.3651,0.7301,1.5904,-3.7294,-4.1325,-5.4991,-2.6342,-3.5380,-3.1477,-1.8494,jazz
jazz.00001,-345.7215,146.9728,-0.5235,22.6410,5.8104,10.3669,-0.1492,-1.7147,-6.1152,-0.5193,1.0352,1.2212,-1.9301,jazz
jazz.00002,-256.9590,175.3588,-44.8223,25.6506,-4.2557,-0.2228,-11.3127,-9.1891,-4.0954,-8.3083,-22.5482,-7.6086,-7.6513,jazz
jazz.00003,-297.3196,193.0974,10.2090,-1.6284,3.3884,9.9866,-7.2446,4.6849,-5.3833,-2.8618,-10.2228,0.3699,-4.9646,jazz
jazz.00004,-270.2643,137.6129,5.6676,42.4590,-7.9464,9.9197,-6.7855,8.2430,-6.1824,5.4778,-5.4277,-5.1852,-6.9888,jazz
jazz.00005,-246.2349,120.1926,-0.9656,30.6899,0.1807,23.1574,0.4473,9.1649,-0.5558,5.7108,-3.7517,4.2220,-0.2786,jazz
jazz.00006,-234.3592,142.7346,-14.2747,51.9510,-8.1830,12.7598,-4.2694,12.0741,-13.6960,-1.5666,-3.9689,4.9192,-3.9426,jazz
jazz.00007,-291.9438,137.7348,2.6663,35.6323,-12.3022,15.5590,-6.7781,-2.8267,-3.7635,-3.4631,-1.7178,10.4138,8.3117,jazz
jazz.00008,-189.9478,134.4172,-25.6416,45.7197,8.1952,21.4363,-4.5729,14.3842,-12.6555,10.2761,-7.9299,-1.1402,-5.0448,jazz
jazz.00009,-296.6901,172.3659,16.8855,18.9259,1.3706,14.3958,1.0139,9.5160,-7.4000,3.5146,-7.6496,-0.1091,-7.9321,jazz
jazz.00010,-318.7449,162.6650,-16.4970,39.1390,31.4406,15.2666,-0.6841,5.8098,-8.6357,-4.0050,1.3579,0.0544,-3.1114,jazz
jazz.00011,-192.5006,113.1805,-6.3346,39.5711,-9.1643,17.2024,-19.0824,12.1911,-15.4679,9.6753,-10.9406,12.9322,-7.2651,jazz
